author,date,time,comment
@nickieshadowfaxbrooklyn5192,2022-04-04,2022-04-04T04:10:25Z,"Что ты стесняешься, CNN крутит это по ящику уже, показывай как есть, ты же свой."
@user-dv7uw8em2c,2022-04-04,2022-04-04T04:09:18Z,"А где трупы солдат армии РФ, Украина же &quot;отбила&quot; эти города? Должно быть много трупов. Где они"
@PsyVitkova,2022-04-04,2022-04-04T04:07:50Z,"Вот, о чем я сейчас думаю, граждане России... Эти преступники ведь не все остались на полях Украины... Большая часть этих нелюдей вернутся в РФ... И как это отразится на ваших и моих детях и внуках?"
@user-si9ms7fe5k,2022-04-04,2022-04-04T04:07:35Z,"Максим, а это правда что Вы спите с собаками ?"
@antilud,2022-04-04,2022-04-04T04:07:26Z,"Мне, как человеку служившему в ВС РФ, знакомо это зверское поведение наших военнослужащих. В нашей армии воровать, избивать толпой одного и слабого, издеваться - это норма. Особенно такое поведение свойственно в 100% выходцам с кавказа и их прихвостням любой нации. Поэтому меня вообще не удивляют эти зверства. К сожалению, офицеры ВС РФ ничем не лучше: постоянно вымогают деньги у солдат и избивают их. А если посмотреть на власть а РФ, то можно понять, что воровство стало нашим народным достоянием и нормой поведения. Руководство нашей власти надо менять однозначно!"
@anatolymoskaletc6723,2022-04-04,2022-04-04T04:06:15Z,"мы увидели настоящую украину и её руководство, все это сделали они, и показывают людям, позор вам !"
@iche8033,2022-04-04,2022-04-04T04:05:15Z,Провокатор! По чем вранье?
@TheKelikat,2022-04-04,2022-04-04T04:05:14Z,"после слов зажиточный так им и надо, зажрались, пусть теперь отвечают.<br>ну если вы не согласны, так это ваши еврейские проблемы если вы не знаете значение слова"
@lusy8748,2022-04-04,2022-04-04T04:04:35Z,"Почему вы удалили мой комментарий? Потому что отлично понимаете, что это постановочные кадры и рассчитаны на жалость и доверчивость россиян.<br>Сколько можно дурить ?!"
@innakhvan1530,2022-04-04,2022-04-04T04:03:38Z,Почему россияне не понимают что они агрессоры и напали на Украину разбомбили страну и убивают людей винят во всём Америку и НАТО  а украинцев считают фашистами почему такое зазеркалье? и не понимают  почему это  Украина убивает российских солдат  все мои родственники друзья родственники мужа все считают что Путин обсалютно прав  что с  россиянами
@onieielinl2444,2022-04-04,2022-04-04T04:02:55Z,"@Максим Кац    Максим. Спасибо за освещение ситуации. Все выглядит чудовищно! Однако я не могу понять, зачем гипертрофировать происходящие? Например: на <a href=""https://www.youtube.com/watch?v=LrAKhbMCl2k&amp;t=8m25s"">8:25</a>-<a href=""https://www.youtube.com/watch?v=LrAKhbMCl2k&amp;t=8m27s"">8:27</a> мертвец справа убирает руку, чтобы по ней случайно не проехал БТР. Зачем преподносить и так катастрофические последствия ещё в большем зле?"
@oldyold8009,2022-04-04,2022-04-04T04:00:25Z,Самое ужасное что россияне никогда этого не признают
@lanalanotte1830,2022-04-04,2022-04-04T03:59:44Z,"Что тут говорить... <br>Адекватные люде все понимают, а до кретинов не достучаться. На то они и кретины"
@user-fr9lv2lq4t,2022-04-04,2022-04-04T03:58:33Z,"Некоторые россияне говорят, что это вина российской власти, а не народа в целом… только вот вопрос, кто воспитал этих зверей, которые мучали, пытали, насиловали, убивали… тоже Путин?"
@Denvanyushin,2022-04-04,2022-04-04T03:56:47Z,"Какую ответственность должен нести гражданин за государство, если он не голосовал за президента, депутатов и партию, если он отдавал свой голос другим кандидатам, если он исчерпал все законные способы? Идти митинговать чтобы сесть в тюрьму? Что-то Катц с командой пытались избрать Брюханову с Кармановым, а когда пришло электронное голосование и результаты стали иными, что сделал Катц? Может устраивал пикеты? Нет, утерлись и переключили повестку. Легко быть героем с дивана, понятна ненависть оккупированных городов, но это не правильно, что каждый должен нести ответственность за действия контрабасов. На контракт идут те, кто больше нигде не пригодился, кто не умеет работать (как в ментовку) и вот результат."
@DialainRu,2022-04-04,2022-04-04T03:54:24Z,"На <a href=""https://www.youtube.com/watch?v=LrAKhbMCl2k&amp;t=8m25s"">8:25</a> труп поднимает руку."
@ilko94ua,2022-04-04,2022-04-04T03:54:08Z,"Знаете что будет в СМИ на федеральных каналах??? Русской армии на территории Украины нет и не было, это всё Азов сделал. Вот вам и доказательство  маркировка на технике ∆ Z O V"
@user-fk9mf3tj9m,2022-04-04,2022-04-04T03:53:38Z,Страшный выпуск...
@MyOwnPrivateAlaska21,2022-04-04,2022-04-04T03:52:48Z,"У меня просто нет ни каких слов, что бы описать то, что я чувствую..."
@user-yg9uk9bq3v,2022-04-04,2022-04-04T03:52:34Z,Не ной
@skorfskorf9538,2022-04-04,2022-04-04T03:49:04Z,Какая ложь. Неужели есть люди которые этому верят.
@user-ey5pp9wp7b,2022-04-04,2022-04-04T03:48:29Z,"Верьте всему что показывает пропаганда ОБЕИХ сторон. Насколько же люди идиоты, Боже."
@user-fy2cl1iw4g,2022-04-04,2022-04-04T03:48:19Z,А почему запись со сдека 21-го года?
@san4esssan4ess21,2022-04-04,2022-04-04T03:47:51Z,Царство Небесное всем безвинно погибшим.
@irinazhuravleva2406,2022-04-04,2022-04-04T03:47:24Z,Ужас!!! Стыд!!! Слёзы!!!
@marv4918,2022-04-04,2022-04-04T03:45:45Z,"Какой ад!!! И это мы, как это остановить????"
@evgelik,2022-04-04,2022-04-04T03:45:42Z,"Ну такое, с этим видео из сдека. Люди в разной форме, без опознавательных знаков, затаскивают вещи, и запись и пересчёт контролирует человек у оператора... Ну такое."
@vladyagr,2022-04-04,2022-04-04T03:45:25Z,"Смотрю вас давно,но как можно упаковать и вывезти телевизор на бтр бмп или танке я так понял в Беларусь.с их зарплатой они эти телевизоры могут пачками в россиии покупать. Вы сказали что всу отбили  Ирпень 28марта.т.е.по вашим словам там были бои при отступлении.я что то плохо верю что Россия когда стояла там просто стреляла от нечего делать по домам вокруг себя и когда отступала дай ка накидаем трупов с завязанными руками чтобы весь мир увидел какие мы.сразу говорю что я против всего этого ни на грамм не оправдываю действия России ,но освещать так как вы это убого"
@teacherfromthejungles6671,2022-04-04,2022-04-04T03:45:06Z,"больше всего меня добивают налетевшие спорщики, которые выискивают, как там какой-то труп рукой помахал, и т.д.<br><br>вот украинцам сейчас заняться ж нечем, только фейки клепать<br><br>реальность куда хуже любого &quot;фейка&quot;, а российские вооружённые силы дискредитировали себя так, что теперь десяти будущим поколениям не отмыться"
@MariaIvanova777,2022-04-04,2022-04-04T03:44:29Z,"Кошмар какой! 😭И даже среди моих знакомых нашлись те, кто оправдывает эти убийства."
@drinkfloydAR,2022-04-04,2022-04-04T03:44:17Z,"Страшно и ужасно... Только тупоголовым все равно это не поможет, будут говорить что это все смонтировано... А я когда то останавливался в Ирпени у друзей, не могу поверить, что от этого красивого пригорода Киева ничего не осталось..."
@groomaneyes9772,2022-04-04,2022-04-04T03:43:40Z,"Вот сегодня иду в школу, посмотрю как учителя теперь будут нам рассказывать какой у нас хороший президент"
@prigowor9938,2022-04-04,2022-04-04T03:43:09Z,Очень жду когда Россия дойдёт до Львова .
@user-op1qm3vm8p,2022-04-04,2022-04-04T03:42:43Z,"КАКУЮ ЛОЖЬ ТЫ ТРЕПИШЬ МОЛОДОЙ ЧЕЛОВЕК. КАК ПОЗОРНО ОЩУЩАТЬ, ЧТО ТАКИЕ МРАЗИ РОДИЛИСЬ В СОВЕТСКОЙ СТРАНЕ..Я НИЧЕМУ НЕ ВЕРЮ, ЭТО КАКОЙ ТО СПЕКТАКЛЬ.."
@ZloiFasoL,2022-04-04,2022-04-04T03:40:58Z,"Почему все трупы без лиц ? Почему все лежат не естественно ? Попахивает какой-то недоговорённостью . Автор , хотелось бы побольше фактов , ссылок и реальной съёмкой . Словам в 22 году нет цены , никто не верит словам ."
@user-vm7zy7tw1j,2022-04-04,2022-04-04T03:40:51Z,"Преступления страшные! Но настолько глупые, что возникает обратное ощущение - желание другой страны поднять истерическую волну и на ней усилить санкционное давление. Вопрос ведь всегда в том - кому выгодно. В данном случае если цинично посмотреть на ситуацию, то это выгодно Украине."
@shischkebab9827,2022-04-04,2022-04-04T03:40:14Z,"Сейчас 4 апреля а вы говорите, что сложно поверить в эти видео. Эта трагедия длится уже больше месяца, вы с какой горы спустились?"
@Carbonbasedone,2022-04-04,2022-04-04T03:39:31Z,А с чего это россии становится нормальной страной? Зачем что-то признавать? Кто принудит?
@nuv7634hgiuebm,2022-04-04,2022-04-04T03:38:00Z,🇷🇺🫂🇺🇦
@albinaaaa8606,2022-04-04,2022-04-04T03:37:59Z,Надеюсь их всех накажут.
@luisamaier2164,2022-04-04,2022-04-04T03:36:09Z,Ужас. Нет слов. Рыдаю 😭
@TheStalx,2022-04-04,2022-04-04T03:34:25Z,Ты сам то веришь в эту чушь?????
@SSolonovich,2022-04-04,2022-04-04T03:33:16Z,"Мне как жителю РФ ( я не могу назвать себя гражданином РФ), становится страшно при одной мысли, что эти изверги после этого ужаса начнут демобилизоваться и жить среди нас... А ведь кто-то из них, по старой традиции после армии пойдет служить в полицию"
@leepavel520,2022-04-04,2022-04-04T03:33:03Z,"Уважаемы комментаторы и Максим, вы перед тем как осуждать, обвинять и т.д. действия российских военных задумайтесь о причинах, мотивах содеянного и соотносите даты, факты. Я не берусь утверждать, что российская армия здесь не при чем, но меня смущает несколько фактов.<br>1. Минобороны России заявила 30 марта, что все войска выведены из г. Бучи. Есть новости от них же, что отряды десантников осуществляют &quot;прикрытие&quot; и сдерживают противника, ВСУ. Однако....<br>2. 31 марта мэр г. Буча записывает и выкладывает видео, где заявляет, что его город освобожден от оккупантов (российских войск). Никаких заявлений об массовых убийствах.<br>3. 2 апреля, Национальная полиция Украины выкладывает видео под названием &quot;Буча - зачистка города от оккупантов&quot;. Никаких заявлений, видеосвидетельств об убийстве мирных жителей.<br>Прошу заметить, что Буча это город населением 35 тыс. человек, площадь 26,57 км2. Он меньше, чем мой родной город, который можно объехать за три часа. В то время как тела обнаружили лишь 3 апреля. Возможно я плохо знаю местность, и улица, на которой столько погибших, находится не в самой Буче. Просветите кто знает.<br>4. Тела умерших лежат на самом видном месте, посреди улицы, чтобы все видели. Обычно когда совершаются подобные казни, преступники пытаются скрыть следы содеянного. Можно списать на спешку, но у некоторых людей белая повязка на руке. Насколько мне известно, это такие повязки носят российские военные. Возможно натянуто, однако...<br><br>5. Российская армия находится под бдительнейшем наблюдением со стороны мирового сообщества. Любой шаг влево, вправо- осуждение. Подобные выходки не нужны военному руководству России. Задайте вопрос: Зачем? С какой целью? Если цель была &quot;геноцид&quot;, &quot;этническая чистка&quot;, сокрушить украинское правительство любой ценой, невзирая на жертвы среди гражданского населения, почему в самом начале кампании не бомбили украинские города, как это делали в свое время США и НАТО в Югославии или Ираке? Зачем привозить гуманитарку и раздавать ее людям? Картина не складывается. Не спорю, факты преступлений отдельными группами лиц имеются, но чтобы намеренно убивать мирных жителей....<br>6. В интернете можно найти полным полно видео передвижения войск, интервью гражданских и т.п. Из Буче подобных видео не было до сегодняшнего дня и то это видео сделано украинскими военными. Возможно в г. Буче остались только старики, кто не умеет пользоваться смартфонами, что-то маловероятно что там не осталось женщин или подростков. Об этой истории на момент на момент написания статьи я слышал только от официальных источников Украины, западные и украинские СМИ, украинские журналисты, что находятся на месте событий, западные правовые организации.<br><br>PS. Я не сторонник каких-либо военных действий и осуждаю военные преступления, но перед тем как кого-то голословно обвинять, может стоит хотя бы проверить информацию.<br>Если тут люди, которых помимо оскорблений и эмоциональных выбросов, имеются логичные аргументы?"
@almasg.4262,2022-04-04,2022-04-04T03:32:05Z,Русские всегда были шовинистами и нацистами. Ведь потомки крепостных не могут быть другими.
@vadimtimbaliuc7765,2022-04-04,2022-04-04T03:30:55Z,На одном кадре покойник на асфальте руку поднял. ...Не утверждаю что все там живые Но это есть....
@srjoyme2525,2022-04-04,2022-04-04T03:30:19Z,"<a href=""https://www.youtube.com/watch?v=LrAKhbMCl2k&amp;t=8m25s"">8:25</a> - хоть бы подрезал секунды три ..."
@angela_kiskis,2022-04-04,2022-04-04T03:29:49Z,"Что же это происходит,слезы в глазах...что наши солдаты делают,а ведь эти люди жили с нами всё это время в соседних домах 😢. Страшно и больно, зверство самое настоящее"
@benderrobot9772,2022-04-04,2022-04-04T03:28:52Z,Это ужасно
@anaastasiad.6779,2022-04-04,2022-04-04T03:27:44Z,"Каждый из вас виноват, каждый... Не только ваше руководство."
@user-bk8qs8uz1v,2022-04-04,2022-04-04T03:26:46Z,"Инфа война не пройдет, вы можете убедить в этом театре только своих хозяев. В случае глупого решения со стороны ЕС и НАТО, Украина будет пустыней. Армии РФ нет смысла убивать мирных, так как это Русский солдат. А вот убийство мирных это очень известные исторические факты   методы украинских войск. Так что мимо)))"
@oznobtv,2022-04-04,2022-04-04T03:26:13Z,Почему трупы на дороге шевелят руками?
@Stroev322,2022-04-04,2022-04-04T03:25:38Z,"Это полный пиздец, нет слов выразить всю боль причинённую украинскому народу. <br>Сложно поверить во все это, но сука это правда. <br>Мне стыдно за русскую армию простите армию zz. <br>Хоть у меня и нет ни родственником в Украине ни друзей, но я тут поддерживаю Украину с начало войны.<br>Слава Украине! <br>Героям слава вечная!"
@ju1ietta,2022-04-04,2022-04-04T03:24:21Z,"Знаете, посмотрела и проревела весь вечер. А потом как-то стали появляться сомнения. Насколько это проверенные данные? Я про Бучу. Ну правда, ведь это выглядит слишком... НАРОЧИТО! Люди лежат вдоль дороги, как будто их положили напоказ. Примерно на равных расстояниях. Руки связаны не верёвками или проволокой, что было бы удобнее, а БЕЛЫМ тряпьем, что бы было хорошо видно, но связывать так совсем неудобно, а высвободиться наоборот очень даже удобно. И всё это выглядит как-то картинно и слишком кинематографически &quot;правильно&quot;. А в жизни так не бывает. При этом есть вроде как даже &quot;случайно&quot; подвернувшиеся на велике... Случайно подвернулся, когда вдоль дороги людей расстреливают?<br>При этом я всеми фибрами против этой войны. Это безусловно варварство и преступление. Война, дающая лицензию на убийство, выворачивает из человека всё - и лучшие качества и худшие.<br>Но всё же пропаганда и фейки с обеих сторон и к информации нужно подходить осторожно.<br>Я не знаю, что произошло в Буче на самом деле. Просто есть основания для недоверия."
@sovsemoxueli,2022-04-04,2022-04-04T03:23:57Z,"да что ты несешь????   РОДДОМ уже доказано что провокация, сами жители Мариуполя говорят об этом!"
@user-bw2km3jn5c,2022-04-04,2022-04-04T03:23:15Z,Спасибо за правду!
@arturhazratov6359,2022-04-04,2022-04-04T03:21:45Z,"Российские войска отступили из Бутчи 30 Марта, мэр Бутчи сообщил что городок освобождён от российской оккупации 31 Марта, не слова об убийствах мирных жителях сказано не было. Это факт, что Бутча не была изолирована в информационном плане во время нахождения там российских войск, а это около 25-30 дней. После 2 апреля появились кадры с убитыми, одно из видео сделано с помощью очень дорогой аппаратуры. Просто вопрос, некоторые западные издания, в свете фейков, осторожно освещают эти события, говорят &quot;this information cannot be independently verified&quot;, из каких источников была получена эта информация, чтобы так с уверенностью заявлять о том, что это все правда?"
@clab33,2022-04-04,2022-04-04T03:21:31Z,Ненависть в сердце и душе и хочется кричать слова проклятия на весь ваш род за то что вы молчите за то что вы творите за смерть что принесли на землю Украине за изувеченные детские тела  🥺😢
@xx_xx6187,2022-04-04,2022-04-04T03:19:19Z,Ладно
@sovsemoxueli,2022-04-04,2022-04-04T03:19:11Z,"теперь каждый шаг русских военных будет сниматься на видео, что бы больше такого не было со стороны Укрмедипропаганда. Реально убитых очень жалко, если там насильственная смерть присутствует - виновные ответят"
@valeriys825,2022-04-04,2022-04-04T03:18:24Z,"<a href=""https://www.youtube.com/watch?v=LrAKhbMCl2k&amp;t=8m26s"">8:26</a> труп ожил и руку с дороги убрал"
@adil5441,2022-04-04,2022-04-04T03:17:52Z,Можно факты что это именно военные рф оставили трупы в Буче?
@shaid5262,2022-04-04,2022-04-04T03:17:26Z,"Кац решил примерить роль типичного Украинского пропагандиста? А я всегда считал этот канал направленным на объективность и непредвзятость, но видимо обида на нынешнее российское руководство сильнее"
@info249,2022-04-04,2022-04-04T03:14:26Z,Диванные аналитики
@user-pg8me2kz8c,2022-04-04,2022-04-04T03:14:19Z,"Вижу везде в комментариях мнения о Буче - мол, постановка украинской стороной, подкинутые трупы, нас там уже не было и т.д. Главный аргумент -  что информация появилась не сразу. Но  ведь первыми всё исследуют сапёры,  ведь что-то заминировано, много неразорвавшихся боеприпасов и пр., - и это требует времени! Саперам некогда вам фоточки делать и скидывать. <br>Так что,  дорогие рассияне, откройте, наконец, глаза, и оборотитесь на себя - во что вы превратились, во что превратилась ваша страна..?  Именно вы,  россияне, и стали фашистской силой темною, проклятою ордой!!!"
@EkBLLIHuK,2022-04-04,2022-04-04T03:13:26Z,"Ждём дополнительных кадров, описаний и тп. Мозг отказывается в это верить и также не забываем про критическое мышление,  воооозможно это не совсем то, что есть. Из беглого взгляда обывателя, почему руки связаны белой тряпкой, откуда у солдат чистая белая ткань? Может всё таки хоть частично это постанова, очень на это надеюсь. Ненавижу путина и тех, кто стреляет в людей."
@diff326,2022-04-04,2022-04-04T03:13:20Z,"После вего этого Русский Мир - это экстремистская организация, не менее опасная чем ИГИЛ"
@user-wj3qd2vq2e,2022-04-04,2022-04-04T03:12:47Z,"Именно предвидев подобное, я отослала своего ребёнка с дедушкой в безопасную область. Со старшим сыном мы остались в Киеве. Мы медики, военнообязаные и не можем убегать."
@artemadvert,2022-04-04,2022-04-04T03:11:31Z,"Нет русского мира, есть зло, разгильдяйство, грязь в умах, грязь на улице, комплекс неполноценности, а теперь еще и вина."
@arinatop7032,2022-04-04,2022-04-04T03:11:06Z,Сегодня прочитал в контакте что где то какой то регион в бесмертном полку будут нести фотографии воинов с Украины.  😔
@yedylabishev8136,2022-04-04,2022-04-04T03:10:21Z,"Кац, вы растёте на глазах."
@user-dt2qs3so3o,2022-04-04,2022-04-04T03:09:54Z,"Боже мой, это просто какой то ужасный сюр."
@brkfdd552,2022-04-04,2022-04-04T03:09:45Z,"Умный, искренний и наивный еврейчик."
@azatsabirov863,2022-04-04,2022-04-04T03:09:29Z,"Я из страны, которая сделала это.<br>Как дальше жить, ведь на мне тоже есть ответственность"
@zls5550,2022-04-04,2022-04-04T03:09:03Z,"Плчему кацик думает, что заходят настоящие журналисты?"
@Kamil_Aushinov,2022-04-04,2022-04-04T03:08:37Z,😪😪😪
@user-sr4ri8fq8b,2022-04-04,2022-04-04T03:08:25Z,😱
@nkokolchu7438,2022-04-04,2022-04-04T03:07:54Z,"Кто нибудь знает почему людей даже с дороги не убрали?типо все мимо ходили несколько дней..весьма странно..и завязывали руки безоружным руки..именно лентами для гражданских..что бы на улице убить…про остров змеиный тоже красиво рассказывали…Максим спасибо вам,но говна и без вас достаточно…а вот с объективностями у оппозиции проблемы…с двух сторон пропаганда,а вы просто про рупор украинской пропаганды..которую вы с радостью подхватываете…понимаю из Израиля сложнее критически мыслить."
@zls5550,2022-04-04,2022-04-04T03:07:44Z,Кац ученик Геббельса....
@burningbear1053,2022-04-04,2022-04-04T03:06:40Z,"Настолько однобокое видео, что становится похоже на пропаганду. Почему не показываются кадры с украинским минометчиком, который, исполняя приказ обстреливал Мариуполь? Со стрельбой по ногам российским военнопленным? Конченые люди есть и с той, и с той стороны, не бывает абсолютного зла."
@user-wj8lx9gk7u,2022-04-04,2022-04-04T03:06:32Z,О господи….
@user-dk2yf7eq4j,2022-04-04,2022-04-04T03:04:01Z,"Братья и Сёстры из Украины, я из Владивостока, я прошу прощения у всех вас, мне очень стыдно за мою страну. Я против войны!!!"
@zls5550,2022-04-04,2022-04-04T03:03:52Z,Когда посадят подлеца?
@opengame20,2022-04-04,2022-04-04T03:02:41Z,"Я родом из Украины, там мои родители. Не могу уснуть, пред глазами кадры из Бучи. Война ужасала и до этого. Но Буча... Она обнажила ненависть. Обнажила и нашу ненависть тоже, к тем кто это сделал. Моя жизнь никогда не станет прежней. Своих детей я специально буду привозить в Украину и вести их в Бучу, почтить память погибших, жестоко пытаемых моих земляков. Хотелось верить, что у солдат тоже есть сердца, но уже не верится..."
@kokasman,2022-04-04,2022-04-04T03:00:14Z,"Вольный народ Украины, <br>Кыргызстан скорбит вместе с вами. Примите наши соболезнования."
@MotivationExceeds,2022-04-04,2022-04-04T02:58:44Z,"Когда думаешь что ниже падать уже некуда, путинская армия находит еще одно дно..."
@annrokrua1954,2022-04-04,2022-04-04T02:58:26Z,Я расплакалась
@jubelmodels919,2022-04-04,2022-04-04T02:58:17Z,"Пхаахахаахпхпхах<br>Кац чистит комменты от упоминания его половых связях с собаками, вот это прэкольно)"
@user-mo8fy6uc6o,2022-04-04,2022-04-04T02:57:56Z,Хатынь свидетельство украинских преступлений
@user-hl6gw4ls7m,2022-04-04,2022-04-04T02:55:00Z,"Если лично Вас это не трогает, если Вы вдруг отбитые на всю голову Zомбированные. Подумайте о том, что эти военные вернутся домой, с пониманием того, что они могут убить того, у кого айфон поновее или телек побольше. И Вас не спасет ни система доносов, ни искренняя любовь к власти. Им простят, они ведь герои. С искалеченной психикой, и не умеющие ничего кроме."
@Occamsrazor336,2022-04-04,2022-04-04T02:50:24Z,"Невероятно ужасные люди живут в России, бессмысленная жестокость которых может только сравниться с их запредельной уверенностью в собственной святости и непогрешимости. Да, Путин устроил всю эту мясорубку. Но, не Путин ведь отдавал приказ грабить, насиловать (в том числе детей), убивать: это сделали чьи-то сыновья, братья, мужья по собственному выбору."
@ChrisstinaMorgan,2022-04-04,2022-04-04T02:48:35Z,"Огромная благодарность за то, что не умалчиваете, не сглаживает, не отворачивается закрывая глаза и не даёте другим поступить так же. Мир должен знать, что происходит и как это происходит. Весь мир должен понимать, что имея какие-либо отношения с россией и перечисляя туда какие-либо денежные средства они молчаливо не только дают согласие, но и поддерживают эту бойню!"
@gene-van,2022-04-04,2022-04-04T02:47:50Z,"Десятки неубранных гражданских трупов с огнестрельными ранениями и связанными руками -- это настолько вопиющая дикость и абсурд, что хочется верить РФ зомбоящику: это постанова ВСУ, и застрелены и связаны уже погибшие люди с целью дискредитировать РФ. Любые другие альтернативы не то что обсуждать, даже предполагать невозможно псохологически, проще сразу застрелиться. Или...<br>Я родился в Украине и вырос в России, у меня есть масса знакомых и родственников по обе стороны границы, все они -- абсолютно нормальные, вменяемые и добрые люди. Что вообще, бл+ть, происходит?!? Разбудите меня кто-нибудь!"
@anastasiah7603,2022-04-04,2022-04-04T02:47:00Z,"Мечтаю, чтобы все виновные были наказаны!"
@alexeybilobrovka3356,2022-04-04,2022-04-04T02:44:46Z,😔🙏🕯️
@jumanji6619,2022-04-04,2022-04-04T02:43:45Z,"ты реально будешь хавать все, что тебе дают на ложке? забудь русский, пожалуйста"
@morenamorte6664,2022-04-04,2022-04-04T02:42:23Z,страшно представить что происходит в мариуполе
@user-kl8zd9pp5m,2022-04-04,2022-04-04T02:42:17Z,Спасибо за правду.
@user-fi7od1tw3r,2022-04-04,2022-04-04T02:42:11Z,Я хочу знать про Нюрнберг. В деталях. Как их будут судить. Пофамильно! Иначе мы все сойдём с ума!
@JackWardy,2022-04-04,2022-04-04T02:41:49Z,"Это конченные фашисты а не воины!!! Это позор всего мира и многие ветераны из Украины говорят что даже немцы заходя в города, не творили такого, как творят русские солдаты... Поздравляю, переплюнули даже гитлеровцев... Просто позорище и дно.!"
@akeno887,2022-04-04,2022-04-04T02:40:42Z,"Спасибо за то что говоришь правду, это многого стоит"
@viktorchevy8195,2022-04-04,2022-04-04T02:39:07Z,FASHISM=RUSSISM!!!!!!!!!!! Putin=Hitler!
@user-os1dn7kv7z,2022-04-04,2022-04-04T02:38:27Z,"《Я включу все свои связи, и я подниму весь мир, блин, чтобы от этой России не осталось даже выжженного поля》(март 2014 г)Юлия Тимошенко."
@1993SPAC,2022-04-04,2022-04-04T02:36:01Z,"Видео нравится, но картинка как СССР имеет свастику очень сильно отталкивает. Пожалуйста, не нужно ассоциировать женское тело со сваст кой и вообще можно без сексуального подтекста, который увековечивает объективизацию женского тела и употребления мужского тела агрессивным и бездомным зверям..."
@tatyanamoore7293,2022-04-04,2022-04-04T02:34:52Z,"Кац, тот кто нажимает кнопку тоже виновен! Что-то я не помню, чтобы наказывали только заказчика преступления, а исполнителя отпускали на все 4 стороны.<br>Да, преступления имеют степень тяжести, но все ваши соотечественники на украинской земле - преступники.<br>Не вводите зрителей в заблуждение!"
@br-tc4rt,2022-04-04,2022-04-04T02:32:21Z,"Кац, ты сейчас где? Скажи мне пожалуйста..."
@br-tc4rt,2022-04-04,2022-04-04T02:31:38Z,Ты сейчас где находишься? Скажи пожалуйста...
@user-tg2sl9wd2k,2022-04-04,2022-04-04T02:31:35Z,"Я сегодня пожалел что я русский. Мне стыдно и больно, я взрослый человек и сердце болит ижить противно от всего что натворил лилипут"
@exppy,2022-04-04,2022-04-04T02:30:34Z,"<a href=""https://www.youtube.com/watch?v=LrAKhbMCl2k&amp;t=8m25s"">8:25</a> труп поднимает руку?)"
@aleksandrshutov6243,2022-04-04,2022-04-04T02:30:29Z,Максим благодарю за этот ролик. Спасибо за эту работу. Я думаю для вас это был самый тяжелый ролик за всё время вашей работы в этом .<br><br>Ещё раз спасибо.
@noanoa1476,2022-04-04,2022-04-04T02:30:20Z,"Общаюсь со знакомыми и с ужасом вижу - никто не хочет ничего знать. Отписаться от всех каналов, журналистов, блогеров, кто говорит правду - это значит &quot;позаботиться о себе&quot;, об этом рассказывают с гордостью. Это ЭКОЛОГИЧНО 🤯 Основная реакция в ответ на чужую боль - &quot;меньше читай новости, зачем тебе это надо, тебе, что, нечем заняться?&quot;<br>как это возможно? как они вырастят своих детей, если НЕ ЗНАЮТ"
@michaelarcher4643,2022-04-04,2022-04-04T02:30:17Z,"Google, please stop caving in to the demands of &quot;tender violets&quot;, who do not want to see what Putin&#39;s Ruϟϟia does to the civilian population.<br>Today they demand banning youtubers who show the truth, tomorrow they will demand to lift the sanctions against Ruϟϟia because their make up &quot;getting too expensive&quot;.<br>At the end they will blame you, because Google and youtube are guilty that their homes tutned into radioactive dust. &quot;Google blocked the truth. Iwe knew the truth, we would have demanded more decisive acts from politicians&quot;.<br>Think about it. Ignore those morallt blind Ruϟϟia&#39;s supporters."
@evgeny9797,2022-04-04,2022-04-04T02:30:07Z,"Ни забыть, ни понять этого не возможно, принять очень трудно, верить в то, что это так - не хочет никто, но убедиться придётся всем"
@MRGrenick,2022-04-04,2022-04-04T02:27:52Z,"Пугает куда больше то, что россияне находят этому оправдание. У каждого свой аргумент. И не важно какой именно. Важно, что он есть. Вот это самое страшное."
@ronnicorleone5025,2022-04-04,2022-04-04T02:27:22Z,Украине нужен свой МОССАД. Найти и обезвредить каждого палача украинского народа без суда и следствия. Пусть орки ходят и оглядывается... Без суда и следствия... Слава Украине!!!
@DimaM20,2022-04-04,2022-04-04T02:26:53Z,Вот что бывает когда не умеешь в &quot;полянiца&quot;
@user-hp4rg8fj5o,2022-04-04,2022-04-04T02:26:30Z,"Мне вот интересно, а где они на Украине нашли СДЭК??? Ни кого не смущает что там война и навряд ли кто из украинцев будет работать с Русскими!!!"
@user-hz8gm9nf7i,2022-04-04,2022-04-04T02:25:53Z,"Это всё это из-за Крыма и кучи проблем с  разделом Российской Империи на республики. Кто помнит Крым 2017? В 2014 Россию хотели выкинуть с Крыма, потом ЛЭП обрезали, воду перекрыли. Потом 8 лет провокаций на донбасе. Представте чем бы кончились обстрелы Абхазии или Приднестровья. Сейчас многие говорят: нужно было западных миротворцев на Донбас пустить! Нужно было? Россия бы никогда на это не согласилась. Украина сама нарывалась на войну, всеми силами. Могло быть и хуже."
