Date,Closing,Opening,High,Low,Volume,Diff %
02.09.2021,3786.19,3826.9,3833.89,3723.42,928700.00,-1.21000
01.09.2021,3832.73,3429.65,3839.91,3384.82,1480000.00,11.72000
31.08.2021,3430.74,3228.23,3467.42,3191.34,1520000.00,6.36000
30.08.2021,3225.67,3222.43,3345.72,3145.53,966580.00,0.11000
29.08.2021,3222.16,3243.96,3282.21,3155.31,643730.00,-0.67000
28.08.2021,3243.9,3273.78,3284.58,3212.24,466210.00,-0.91000
27.08.2021,3273.58,3093.78,3279.93,3063.37,839540.00,5.82000
26.08.2021,3093.54,3228.03,3249.62,3057.48,118440.00,-4.17000
25.08.2021,3228.15,3172.12,3247.43,3080.7,923130.00,1.73000
24.08.2021,3173.26,3322.6,3357.99,3150.75,988820.00,-4.41000
23.08.2021,3319.49,3238.41,3375.42,3231.96,1090000.00,2.49000
22.08.2021,3238.7,3224.17,3271.94,3128.98,747650.00,0.46000
21.08.2021,3223.96,3285.12,3307.33,3200.19,768740.00,-1.83000
20.08.2021,3284.21,3184.83,3300.36,3179.18,739320.00,3.12000
19.08.2021,3184.82,3016.92,3185.51,2962.04,844130.00,5.57000
18.08.2021,3016.91,3012.62,3124.51,2951.04,750740.00,0.08000
17.08.2021,3014.58,3147.67,3290.03,2993.63,1060000.00,-4.23000
16.08.2021,3147.65,3307.96,3334.22,3138.37,859090.00,-4.87000
15.08.2021,3308.87,3264.56,3318.61,3115.34,782810.00,1.35000
14.08.2021,3264.69,3322.25,3328.38,3209.45,658600.00,-1.74000
13.08.2021,3322.43,3043.2,3324.53,3035.52,795540.00,9.16000
12.08.2021,3043.61,3160.17,3236.28,2981.35,965630.00,-3.79000
11.08.2021,3163.66,3140.86,3269.7,3122.67,950120.00,0.73000
10.08.2021,3140.71,3162.81,3232.02,3057.84,1120000.00,-0.7000
09.08.2021,3162.93,3011.88,3184.84,2899.24,1440000.00,5.01000
08.08.2021,3012.07,3158.3,3188.49,2949.66,1250000.00,-4.62000
07.08.2021,3158,2889.58,3169.74,2867.58,64840.00,9.29000
06.08.2021,2889.43,2827.23,2946.62,2726.04,1060000.00,02.фев
05.08.2021,2827.21,2725.28,2842.95,2533.51,1650000.00,3.74000
04.08.2021,2725.29,2506.5,2766.46,2462.32,1230000.00,8.72000
03.08.2021,2506.65,2608.01,2631.43,2445.49,158450.00,-3.89000
02.08.2021,2608.04,2556.07,2664.73,2513.51,970670.00,2.03000
01.08.2021,2556.23,2530.94,2696.38,2515.26,1200000.00,0.95000
31.07.2021,2532.19,2461.08,2551.68,2421.7,507080.00,2.89000
30.07.2021,2460.95,2380.59,2467.4,2320.8,1030000.00,3.36000
29.07.2021,2380.93,2299.46,2397.71,2269.15,642750.00,3.56000
28.07.2021,2299.11,2300.21,2343.49,2246.23,968940.00,-0.05000
27.07.2021,2300.22,2230.24,2318.68,2152.92,1250000.00,3.17000
26.07.2021,2229.53,2189.74,2430.01,2174.44,1890000.00,1.81000
25.07.2021,2189.79,2166.98,2195.03,2108.74,786940.00,1.76000
24.07.2021,2151.85,2124,2162.29,2106.71,907110.00,1.33000
23.07.2021,2123.61,2024.51,2129.66,2000.27,961670.00,4.89000
22.07.2021,2024.58,1994.61,2043.26,1952.31,1020000.00,1.51000
21.07.2021,1994.49,1786.18,2029.51,1758.64,1510000.00,11.67000
20.07.2021,1786.07,1818.07,1840.36,1720.7,1200000.00,-1.76000
19.07.2021,1818.07,1891.43,1915.15,1807.19,802780.00,-3.93000
18.07.2021,1892.42,1898.01,1988.24,1881.6,829770.00,-0.29000
17.07.2021,1897.98,1877,1917.8,1851.97,623520.00,1.05000
16.07.2021,1878.2,1917.21,1960.21,1852.42,619620.00,-2.03000
15.07.2021,1917.21,1994.73,2038.91,1884.81,645060.00,-3.88000
14.07.2021,1994.64,1940.48,2017.99,1868.45,1050000.00,2.78000
13.07.2021,1940.72,2035.09,2042.61,1920.62,717850.00,-4.64000
12.07.2021,2035.09,2139.44,2167.6,2008.66,540100.00,-4.87000
11.07.2021,2139.35,2110.9,2173.34,2081.62,724840.00,1.34000
10.07.2021,2111.12,2146.15,2191.3,2078.43,929320.00,-1.62000
09.07.2021,2145.89,2120.05,2185.62,2066.09,1420000.00,1.21000
08.07.2021,2120.22,2316.21,2322.47,2095.92,1820000.00,-8.48000
07.07.2021,2316.57,2322.74,2402.68,2296.43,1320000.00,-0.26000
06.07.2021,2322.72,2196.25,2347.47,2194.2,1780000.00,5.76000
05.07.2021,2196.16,2322.6,2322.6,2163.09,822950.00,-5.47000
04.07.2021,2323.22,2224.7,2386.2,2222.95,1390000.00,4.43000
03.07.2021,2224.7,2154.53,2236.97,2115.8,1280000.00,3.25000
02.07.2021,2154.78,2108.58,2158.7,2019.75,1390000.00,2.17000
01.07.2021,2109.11,2274.5,2274.63,2077.56,1710000.00,-7.24000
30.06.2021,2273.84,2158.32,2281.55,2090.61,1900000.00,5.33000
29.06.2021,2158.71,2083.48,2241.86,2076.17,898060.00,3.63000
28.06.2021,2083.09,1981.24,2142.84,1962.89,2190000.00,5.21000
27.06.2021,1979.88,1830.42,1980.7,1808.59,1870000.00,8.15000
26.06.2021,1830.62,1810.53,1850.4,1719.32,1990000.00,1.11000
25.06.2021,1810.57,1989.77,2017.47,1793.47,1650000.00,-8.98000
24.06.2021,1989.14,1968.76,2033.96,1886.74,1640000.00,1.05000
23.06.2021,1968.39,1877.28,2043.1,1823.57,1770000.00,4.89000
22.06.2021,1876.66,1890.95,1994.32,1707.24,2840000.00,-0.77000
21.06.2021,1891.18,2244.25,2257.86,1868.32,2690000.00,-15.72000
20.06.2021,2243.86,2166.3,2276.83,2045.03,1420000.00,3.55000
19.06.2021,2166.91,2229.53,2276.7,2164.14,1080000.00,-2.81000
18.06.2021,2229.53,2372.1,2376.62,2142.74,778790.00,-5.99000
17.06.2021,2371.62,2367.78,2459.11,2309.08,1060000.00,0.18000
16.06.2021,2367.28,2544.35,2552.12,2353.24,1370000.00,-6.94000
15.06.2021,2543.83,2581.42,2637.9,2512.39,1950000.00,-1.46000
14.06.2021,2581.48,2508.49,2606.91,2467.61,1790000.00,2.92000
13.06.2021,2508.27,2368.68,2547.9,2311.96,1620000.00,май.89
12.06.2021,2368.47,2351.45,2448.04,2260.8,1800000.00,0.72000
11.06.2021,2351.45,2470.04,2493.48,2324.21,587180.00,-4.8000
10.06.2021,2469.97,2607.45,2615.46,2432.41,1290000.00,-5.23000
09.06.2021,2606.23,2507.86,2620.74,2408.37,2320000.00,3.81000
08.06.2021,2510.65,2592.12,2618.7,2320.64,75180.00,-3.16000
07.06.2021,2592.63,2713.52,2842.88,2581.24,3010000.00,-4.46000
06.06.2021,2713.66,2628.43,2743.53,2614.48,756360.00,3.22000
05.06.2021,2628.98,2688.75,2814.02,2555.98,2550000.00,-2.14000
04.06.2021,2686.5,2856.63,2856.63,2557.71,2470000.00,-5.85000
03.06.2021,2853.35,2705.05,2889.19,2666.39,1090000.00,5.44000
02.06.2021,2706.1,2633.74,2801,2554.88,2600000.00,2.75000
01.06.2021,2633.67,2707.94,2738.23,2529.73,2450000.00,-2.76000
31.05.2021,2708.47,2386.93,2713.98,2279.42,2830000.00,13.51000
30.05.2021,2386.1,2276.97,2465.84,2181.93,2800000.00,4.83000
29.05.2021,2276.07,2411.68,2567.42,2207.21,2940000.00,-5.73000
28.05.2021,2414.29,2742.39,2760.17,2332.43,3260000.00,-11.75000
27.05.2021,2735.88,2885.02,2885.87,2638.62,2390000.00,-5.16000
26.05.2021,2884.66,2705.69,2908.37,2648.1,2660000.00,6.64000
25.05.2021,2705.09,2647.27,2747.49,2388.81,3280000.00,фев.18
24.05.2021,2646.79,2101.3,2667.2,2080.87,3240000.00,25.96000
23.05.2021,2101.34,2292.68,2379.89,1739.91,3520000.00,-8.3000
22.05.2021,2291.6,2433.09,2481.06,2162.84,2820000.00,-5.82000
21.05.2021,2433.11,2766.88,2931.66,2111.42,4230000.00,-12.4000
20.05.2021,2777.55,2436.59,2988.52,2163.4,4330000.00,14.04000
19.05.2021,2435.69,3376.22,3434.01,1922.25,6420000.00,-27.89000
18.05.2021,3377.55,3280.5,3558.57,3244.93,2300000.00,2.98000
17.05.2021,3279.68,3582.19,3582.27,3130.12,2850000.00,-8.44000
16.05.2021,3582.12,3643.67,3877.2,3351.92,2280000.00,-1.63000
15.05.2021,3641.65,4074.57,4129.99,3639.12,1940000.00,-10.64000
14.05.2021,4075.38,3719.46,4171.76,3694.54,2060000.00,9.56000
13.05.2021,3719.62,3807.5,4031.99,3539.96,3210000.00,-2.42000
12.05.2021,3811.77,4173.61,4366.1,3794.15,2780000.00,-8.54000
11.05.2021,4167.78,3948.66,4177.53,3781.86,1270000.00,5.57000
10.05.2021,3947.9,3923.48,4203.98,3669.84,2700000.00,0.65000
09.05.2021,3922.23,3905.69,3979.77,3734.44,1940000.00,0.43000
08.05.2021,3905.55,3479.81,3952.88,3453.37,1340000.00,12.19000
07.05.2021,3481.22,3490.83,3583.34,3363.56,1350000.00,-0.24000
06.05.2021,3489.52,3522.74,3601.59,3380.6,1510000.00,-0.94000
05.05.2021,3522.76,3284.31,3540.78,3228.86,1870000.00,7.18000
04.05.2021,3286.71,3429.48,3516.34,3188.9,2740000.00,-4.16000
03.05.2021,3429.37,2950.07,3451.44,2950.07,2320000.00,16.24000
02.05.2021,2950.33,2945.04,2984.52,2854.12,1300000.00,0.19000
01.05.2021,2944.66,2772.27,2951.74,2753.6,1510000.00,июн.22
30.04.2021,2772.78,2757.02,2797.61,2726.03,1520000.00,0.56000
29.04.2021,2757.36,2746.51,2797.52,2670.35,1650000.00,0.39000
28.04.2021,2746.54,2665.83,2759.03,2562.74,1740000.00,3.05000
27.04.2021,2665.24,2531.07,2677.95,2484.44,1450000.00,5.22000
26.04.2021,2533.12,2320.63,2539.8,2305.97,1790000.00,9.35000
25.04.2021,2316.48,2217.23,2355.2,2169.91,1020000.00,4.54000
24.04.2021,2215.93,2367.35,2367.46,2159.6,1610000.00,-6.39000
23.04.2021,2367.31,2398.95,2440.21,2119.26,3460000.00,-1.41000
22.04.2021,2401.1,2360.32,2642.99,2313.46,3170000.00,1.71000
21.04.2021,2360.81,2331.84,2467.51,2238.15,2100000.00,1.23000
20.04.2021,2332.14,2161.06,2345.18,2058,1860000.00,7.94000
19.04.2021,2160.63,2236.1,2275.87,2081.3,1900000.00,-3.42000
18.04.2021,2237.17,2317.88,2338.53,1948.93,2760000.00,-3.5000
17.04.2021,2318.33,2424.12,2493.93,2314.12,1730000.00,-4.33000
16.04.2021,2423.18,2514.55,2544.54,2302.3,2080000.00,-3.62000
15.04.2021,2514.22,2432.9,2541.9,2402.75,1910000.00,мар.26
14.04.2021,2431.56,2299.25,2445.4,2281.49,2110000.00,5.72000
13.04.2021,2299.93,2137.55,2315.47,2136.49,2380000.00,7.58000
12.04.2021,2137.81,2150.79,2199.52,2103.73,2160000.00,-0.63000
11.04.2021,2151.42,2133.89,2164.76,2114.55,1970000.00,0.83000
10.04.2021,2133.79,2067.26,2197.73,2058.23,2090000.00,3.23000
09.04.2021,2066.93,2080.2,2101.07,2050.39,2470000.00,-0.62000
08.04.2021,2079.92,1962.44,2084.08,1951.83,1730000.00,6.04000
07.04.2021,1961.46,2112.41,2128.25,1939.64,2300000.00,-7.11000
06.04.2021,2111.53,2108.81,2150.78,2047.48,1930000.00,0.24000
05.04.2021,2106.41,2076.14,2127.89,2004.05,2310000.00,1.47000
04.04.2021,2075.94,2007.82,2091.31,1982,1590000.00,3.35000
03.04.2021,2008.59,2134.66,2137.68,2004.4,2010000.00,-5.9000
02.04.2021,2134.55,1968.12,2144.11,1949.99,2470000.00,8.47000
01.04.2021,1967.96,1918.82,1983.84,1897.38,2080000.00,2.61000
31.03.2021,1917.99,1841.01,1945.4,1774.66,2590000.00,4.18000
30.03.2021,1841.01,1816.92,1857.65,1788.6,3030000.00,1.34000
29.03.2021,1816.69,1686.88,1839.41,1678.38,1940000.00,07.июл
28.03.2021,1686.8,1712.89,1724.74,1661.92,1310000.00,-1.53000
27.03.2021,1713.01,1698.68,1731.73,1667.12,1400000.00,0.85000
26.03.2021,1698.6,1586.36,1699.27,1586.28,1640000.00,7.06000
25.03.2021,1586.54,1582.23,1621.32,1550.11,1540000.00,0.26000
24.03.2021,1582.38,1668.42,1739.82,1546.48,1880000.00,-5.13000
23.03.2021,1667.9,1681.5,1720.01,1654.14,1460000.00,-0.86000
22.03.2021,1682.37,1783.58,1806.62,1659.28,1580000.00,-5.68000
21.03.2021,1783.72,1804.6,1815.85,1748.47,1430000.00,-1.16000
20.03.2021,1804.6,1809.09,1868.09,1801.6,27030.00,-0.28000
19.03.2021,1809.64,1775.87,1848.88,1735.42,1200000.00,1.89000
18.03.2021,1776.08,1823.72,1849.23,1760.83,1530000.00,-2.59000
17.03.2021,1823.35,1804.56,1837.88,1743.62,1500000.00,1.03000
16.03.2021,1804.85,1792.08,1817.35,1715.97,1810000.00,0.7000
15.03.2021,1792.38,1848.18,1890.59,1745.04,1700000.00,-3.07000
14.03.2021,1849.06,1921.29,1932.36,1836.78,671560.00,-3.75000
13.03.2021,1921.13,1767.05,1943.36,1730.46,1790000.00,8.73000
12.03.2021,1766.9,1827.44,1841.19,1723.18,1520000.00,-3.23000
11.03.2021,1825.79,1794.28,1845.32,1729.05,1580000.00,1.76000
10.03.2021,1794.14,1869.32,1875.98,1759.5,1660000.00,-4.01000
09.03.2021,1869.1,1831.57,1869.1,1801.29,1580000.00,2.05000
08.03.2021,1831.49,1727.17,1841.05,1665.54,1970000.00,5.98000
07.03.2021,1728.1,1650.94,1732.84,1634.73,1690000.00,4.78000
06.03.2021,1649.19,1530.24,1670.01,1514.62,2070000.00,7.77000
05.03.2021,1530.29,1539.73,1548.71,1443.32,1670000.00,-0.54000
04.03.2021,1538.61,1567.84,1623.73,1506.86,1700000.00,-2.06000
03.03.2021,1571.05,1488.8,1653.04,1477.72,1170000.00,5.54000
02.03.2021,1488.62,1570,1602.13,1457.22,1740000.00,-5.18000
01.03.2021,1570.03,1418.91,1571.15,1411.55,1920000.00,10.66000
28.02.2021,1418.76,1458.84,1467.76,1294.79,2070000.00,-2.75000
27.02.2021,1458.93,1445.69,1527.69,1427.15,1560000.00,0.93000
26.02.2021,1445.44,1476.77,1561.66,1403.3,2130000.00,-2.08000
25.02.2021,1476.15,1623.76,1669.24,1460.92,1750000.00,-9.09000
24.02.2021,1623.71,1578.27,1711.16,1505.79,2190000.00,2.89000
23.02.2021,1578.11,1777.25,1781.44,1370.45,3600000.00,-11.21000
22.02.2021,1777.28,1933.52,1935.04,1561.68,2680000.00,-8.08000
21.02.2021,1933.45,1912.97,1974.99,1885.7,1470000.00,1.02000
20.02.2021,1913.88,1955.54,2040.79,1800,2290000.00,-2.13000
19.02.2021,1955.59,1934.17,1968.93,1892.7,1780000.00,1.11000
18.02.2021,1934.16,1849.95,1950.04,1849.05,881870.00,4.66000
17.02.2021,1847.95,1781.44,1854.03,1734.15,1690000.00,3.72000
16.02.2021,1781.69,1778.63,1827.07,1726.78,1480000.00,0.16000
15.02.2021,1778.82,1800.6,1835.51,1661.09,1940000.00,-1.27000
14.02.2021,1801.78,1815.44,1850,1787.11,1430000.00,-0.76000
13.02.2021,1815.49,1840.9,1871.36,1766.05,1440000.00,-1.39000
12.02.2021,1841.02,1786.74,1862.17,1741.04,1750000.00,3.06000
11.02.2021,1786.35,1742.11,1817.68,1704.97,1560000.00,2.54000
10.02.2021,1742.09,1770.81,1835.4,1683.52,2010000.00,-1.61000
09.02.2021,1770.63,1750.19,1818.94,1711.4,1940000.00,1.17000
08.02.2021,1750.18,1612.98,1775.12,1566.43,2170000.00,авг.51
07.02.2021,1612.99,1676.62,1692.29,1491.68,1940000.00,-3.8000
06.02.2021,1676.63,1719.11,1742.9,1648.03,1780000.00,-2.48000
05.02.2021,1719.2,1593.91,1760.09,1589.28,1800000.00,7.85000
04.02.2021,1594,1664.19,1693.64,1570.45,2340000.00,-4.23000
03.02.2021,1664.34,1511.96,1667.93,1510.27,2270000.00,10.12000
02.02.2021,1511.36,1373.31,1546.88,1361.63,2730000.00,10.04000
01.02.2021,1373.4,1312.69,1376.44,1272.09,1650000.00,4.62000
31.01.2021,1312.73,1377.05,1380.04,1282.41,1540000.00,-4.67000
30.01.2021,1376.96,1379.78,1405.78,1327.66,1590000.00,-0.17000
29.01.2021,1379.3,1329.16,1436.27,1288.26,3330000.00,3.83000
28.01.2021,1328.47,1247.67,1359.51,1221.15,814310.00,6.48000
27.01.2021,1247.62,1366.14,1372.31,1210.4,2900000.00,-8.68000
26.01.2021,1366.27,1317.67,1377.94,1246.45,2560000.00,3.67000
25.01.2021,1317.9,1390.69,1474.68,1298.13,2770000.00,-5.21000
24.01.2021,1390.28,1233.41,1398,1222.14,2300000.00,12.72000
23.01.2021,1233.4,1234.34,1271.65,1196.94,1460000.00,-0.1000
22.01.2021,1234.58,1118.01,1272.85,1045.02,2940000.00,10.49000
21.01.2021,1117.33,1377.63,1387.39,1095.26,2760000.00,-18.89000
20.01.2021,1377.53,1372,1406.56,1237.27,3050000.00,0.4000
19.01.2021,1372,1258.1,1437.42,1252.36,2270000.00,9.06000
18.01.2021,1258.06,1233.93,1260.3,1184.15,1730000.00,2.06000
17.01.2021,1232.64,1228.33,1269.01,1168.39,2150000.00,0.36000
16.01.2021,1228.27,1172.12,1290.92,1154.04,2290000.00,4.83000
15.01.2021,1171.68,1233.34,1256.13,1079.19,2850000.00,-4.44000
14.01.2021,1226.17,1128.8,1246.52,1088.52,1550000.00,8.66000
13.01.2021,1128.46,1050.2,1134.66,990.96,2250000.00,7.45000
12.01.2021,1050.19,1086.96,1149.19,1008.28,3090000.00,-3.78000
11.01.2021,1091.47,1255.84,1257.3,917.96,4190000.00,-13.1000
10.01.2021,1256.04,1275.87,1347.98,1180.45,2650000.00,-1.53000
09.01.2021,1275.58,1215.92,1301.75,1172.39,1990000.00,4.92000
08.01.2021,1215.73,1224.33,1271.08,1069.25,2710000.00,-0.7000
07.01.2021,1224.35,1208.71,1286.81,1153.09,2710000.00,1.37000
06.01.2021,1207.77,1099.77,1210.78,1060.67,3750000.00,9.85000
05.01.2021,1099.52,1042.48,1131.56,976.91,3250000.00,5.48000
04.01.2021,1042.4,977.76,1158.27,894.24,5190000.00,6.92000
03.01.2021,974.97,774.54,1008.49,769.57,4020000.00,25.88000
02.01.2021,774.5,729,787.26,715.15,2250000.00,6.22000
01.01.2021,729.12,735.87,748.96,715.74,1640000.00,-0.93000
31.12.2020,735.94,751.92,755.13,724.67,1040000.00,-2.11000
30.12.2020,751.8,732.04,757.11,720.21,1860000.00,2.74000
29.12.2020,731.76,730.26,739.77,690.24,1820000.00,0.23000
28.12.2020,730.05,683.76,747.86,682.47,2750000.00,6.78000
27.12.2020,683.71,636.35,715.46,627.12,2310000.00,июл.44
26.12.2020,636.58,626.99,652.36,616.04,1940000.00,1.54000
25.12.2020,626.93,612.38,633.9,605.01,1700000.00,2.38000
24.12.2020,612.34,585.47,614.92,566.15,1720000.00,4.55000
23.12.2020,585.69,637.04,638.11,554.09,2200000.00,-8.12000
22.12.2020,637.47,607.86,637.47,588.24,2120000.00,4.87000
21.12.2020,607.85,638.28,647.87,599.97,1880000.00,-4.77000
20.12.2020,638.26,657.79,661.04,622.39,2110000.00,-3.02000
19.12.2020,658.17,654.08,669.54,645.91,2170000.00,0.66000
18.12.2020,653.85,643.28,664.26,630.44,2630000.00,1.66000
17.12.2020,643.17,637.29,675.68,627.36,3670000.00,0.91000
16.12.2020,637.38,588.81,638.18,580.9,3110000.00,8.23000
15.12.2020,588.91,586.22,596.97,579.95,1740000.00,0.46000
14.12.2020,586.19,590.66,591.41,576.01,1780000.00,-0.83000
13.12.2020,591.09,568.07,594.83,563.37,2030000.00,4.1000
12.12.2020,567.78,544.16,573.59,543.9,1620000.00,4.34000
11.12.2020,544.17,558.15,560.28,536.43,30170000.00,-2.5000
10.12.2020,558.13,573.28,575.56,548.99,19600000.00,-2.63000
09.12.2020,573.21,554.95,577.94,530.88,9100000.00,3.27000
08.12.2020,555.05,591.03,594.78,551.08,8110000.00,-6.1000
07.12.2020,591.09,601.54,603.06,584.53,7720000.00,-1.76000
06.12.2020,601.68,596.61,606.9,583.67,13140000.00,0.84000
05.12.2020,596.68,567.84,596.73,561.24,30830000.00,5.07000
04.12.2020,567.91,616.33,619.61,566.34,48950000.00,-7.85000
03.12.2020,616.32,597.94,622.1,587.15,24000000.00,3.06000
02.12.2020,598.05,585.69,604.34,575.24,16210000.00,2.12000
01.12.2020,585.66,616.78,635.66,567.79,49420000.00,-4.91000
30.11.2020,615.92,575.35,615.97,571.04,51720000.00,7.03000
29.11.2020,575.45,537.89,576.52,530.71,5790000.00,7.01000
28.11.2020,537.74,518.7,547.94,506.97,5340000.00,3.79000
27.11.2020,518.11,519.69,530.41,494.65,6420000.00,-0.23000
26.11.2020,519.32,569.69,577.08,484.03,13110000.00,-8.84000
25.11.2020,569.67,605.01,605.63,555.32,14500000.00,-5.84000
24.11.2020,605.03,609.2,621.7,589.56,41110000.00,-0.69000
23.11.2020,609.22,559.37,610.33,551.8,49680000.00,8.91000
22.11.2020,559.4,551.9,580,514.44,36760000.00,1.36000
21.11.2020,551.91,509.94,552.13,505.14,26860000.00,8.22000
20.11.2020,509.98,471.27,513.06,471.06,30850000.00,8.23000
19.11.2020,471.21,478.55,480.55,465.41,12530000.00,-1.53000
18.11.2020,478.52,482.05,495.04,459.92,18190000.00,-0.71000
17.11.2020,481.95,460.37,484.59,459.74,7930000.00,4.67000
16.11.2020,460.43,448.18,465.97,445.82,5620000.00,2.72000
15.11.2020,448.23,460.75,462.93,440.44,9340000.00,-2.71000
14.11.2020,460.7,476.38,477.34,452.6,9170000.00,-3.27000
13.11.2020,476.29,462.61,477.78,457.65,9850000.00,2.97000
12.11.2020,462.56,463.33,469.57,452.44,9330000.00,-0.17000
11.11.2020,463.33,450.26,476.08,449.51,15130000.00,2.91000
10.11.2020,450.22,444.38,454.43,439.5,20760000.00,1.33000
09.11.2020,444.33,454.55,458.51,434.95,28850000.00,-2.28000
08.11.2020,454.68,435.39,460.09,432.44,4820000.00,4.43000
07.11.2020,435.4,455.78,467.88,425.57,7780000.00,-4.46000
06.11.2020,455.72,416.59,457.79,415.08,6530000.00,9.38000
05.11.2020,416.63,402.5,419.94,396.46,7040000.00,3.59000
04.11.2020,402.19,388.23,407.9,377.22,6170000.00,3.68000
03.11.2020,387.92,383.64,389.98,370.96,6730000.00,1.14000
02.11.2020,383.53,396.45,404.04,379.13,9430000.00,-3.22000
01.11.2020,396.29,386.36,397.32,384.94,5520000.00,2.55000
31.10.2020,386.42,382.81,394.01,380.53,6420000.00,1.05000
30.10.2020,382.41,387.16,391.98,374.36,2810000.00,-1.13000
29.10.2020,386.76,388.25,393.33,381.53,3040000.00,-0.35000
28.10.2020,388.14,403.11,408.1,381.51,9960000.00,-3.72000
27.10.2020,403.15,393.93,409.85,390.92,6290000.00,2.29000
26.10.2020,394.11,406.45,410.41,383.21,9060000.00,-2.95000
25.10.2020,406.09,412.44,417.07,403.95,3050000.00,-1.42000
24.10.2020,411.92,408.59,416.28,407.74,2680000.00,0.83000
23.10.2020,408.52,414.12,419.11,402.91,8180000.00,-1.33000
22.10.2020,414.05,391.39,420.12,391.21,12650000.00,5.84000
21.10.2020,391.2,368.53,400.36,368.06,13610000.00,июн.15
20.10.2020,368.35,379.03,380.14,367.16,7460000.00,-2.86000
19.10.2020,379.19,377.85,383.97,372.72,6850000.00,0.37000
18.10.2020,377.81,368.61,378.49,367.54,4680000.00,2.49000
17.10.2020,368.63,365.08,369.94,363.18,4980000.00,0.95000
16.10.2020,365.17,377.6,379.6,362.65,7590000.00,-3.25000
15.10.2020,377.45,378.96,380.77,370.39,7930000.00,-0.45000
14.10.2020,379.15,381.13,387.11,373.62,8080000.00,-0.55000
13.10.2020,381.23,386.64,387.06,374.57,7920000.00,-1.41000
12.10.2020,386.68,374.39,394.58,366.05,10390000.00,3.34000
11.10.2020,374.19,370.28,377.27,369.23,5220000.00,1.09000
10.10.2020,370.16,365.25,377.97,364.57,7170000.00,1.34000
09.10.2020,365.28,350.71,368.19,347.82,7850000.00,4.12000
08.10.2020,350.83,341.66,352.95,334.79,6850000.00,2.74000
07.10.2020,341.48,340.59,342.68,334.11,5770000.00,0.26000
06.10.2020,340.61,353.53,354.9,337.21,7320000.00,-3.59000
05.10.2020,353.28,352.69,354.86,348.76,4960000.00,0.16000
04.10.2020,352.73,345.6,353.97,344.03,4770000.00,2.06000
03.10.2020,345.6,345.78,351.04,343.74,4480000.00,-0.02000
02.10.2020,345.68,353.06,353.61,335.91,7270000.00,-2.09000
01.10.2020,353.07,359.5,369.1,345.66,7930000.00,-1.76000
30.09.2020,359.39,359.77,360.94,352.81,5430000.00,-0.13000
29.09.2020,359.86,353.97,360.66,351.48,6260000.00,1.63000
28.09.2020,354.08,357.42,367.63,352.57,7770000.00,-0.88000
27.09.2020,357.23,354.26,362,347.51,6350000.00,0.84000
26.09.2020,354.25,351.62,355.87,346.95,6480000.00,0.75000
25.09.2020,351.63,349.13,357.8,338.01,8470000.00,0.7000
24.09.2020,349.17,319.97,352.6,317.27,9400000.00,9.13000
23.09.2020,319.95,343.96,344.12,315.54,13880000.00,-6.99
22.09.2020,344.03,341.32,346.19,336.15,9290000.00,0.8000
21.09.2020,341.3,371.09,375.34,331.41,11410000.00,-8.03000
20.09.2020,371.12,385.33,385.39,365.48,7300000.00,-3.67000
19.09.2020,385.25,384.25,386.99,377.63,6740000.00,0.27000
18.09.2020,384.2,389.37,392.21,375.81,8950000.00,-1.23000
17.09.2020,388.97,364.75,393.96,363.54,12850000.00,июн.64
16.09.2020,364.88,363.91,372.88,355.18,9060000.00,0.24000
15.09.2020,364.01,376.7,381.67,362.4,9060000.00,-3.37000
14.09.2020,376.7,365.89,383.99,357.54,10340000.00,3.01000
13.09.2020,365.71,388.06,389.51,353.85,10380000.00,-5.74000
12.09.2020,387.98,373.74,388.12,366.05,11490000.00,3.82000
11.09.2020,373.72,367.89,374.41,356.38,12530000.00,1.58000
10.09.2020,367.92,351.1,376.92,350.86,16500000.00,4.79000
09.09.2020,351.1,337.46,358.33,331.12,14070000.00,4.04000
08.09.2020,337.46,352.06,355.69,326.66,18980000.00,-4.15000
07.09.2020,352.06,353.49,357.33,325.47,21690000.00,-0.4000
06.09.2020,353.49,334.91,358.09,316.69,20130000.00,5.55000
05.09.2020,334.91,385.94,394.12,314.13,35320000.00,-13.22000
04.09.2020,385.94,381.97,399.58,368.22,25200000.00,1.04000
03.09.2020,381.97,439.14,466.4,376.99,33590000.00,-13.01000
02.09.2020,439.08,475.72,480.96,423.26,30140000.00,-7.72000
01.09.2020,475.8,433.89,488.24,429.65,10420000.00,9.65000
31.08.2020,433.9,428.81,438.71,418.35,7890000.00,1.18000
30.08.2020,428.86,398.8,429.59,398.47,6670000.00,7.54000
29.08.2020,398.8,395.32,405.53,391.97,5230000.00,0.93000
28.08.2020,395.11,383.16,397.64,379.8,6160000.00,3.13000
27.08.2020,383.11,385.96,396.48,372.53,7030000.00,-0.74000
26.08.2020,385.96,383.16,392.61,377.63,6690000.00,0.72000
25.08.2020,383.2,407.64,409.02,370.4,8280000.00,-6.01000
24.08.2020,407.7,390.81,410.17,387.62,6690000.00,апр.32
23.08.2020,390.5,395.56,396.96,383.42,5360000.00,-1.28000
22.08.2020,395.56,388.06,396.87,379.96,6730000.00,1.95000
21.08.2020,387.99,416.05,418.72,385.21,7620000.00,-6.75000
20.08.2020,416.05,407.39,418.92,402.8,6230000.00,2.11000
19.08.2020,407.44,422.1,426.65,394.51,8440000.00,-3.49000
